Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
1996,2024-10-21T16:25:27.040,-27.4539514,153.2033928,-1.6,9.23,-0.092,0.808,0,-4,-2.53,12.1,21.53
1997,2024-10-21T16:25:27.080,-27.4539523,153.2033922,-1.6,9.56,-0.119,0.854,0,-5.3,-0.71,15,25.09
1998,2024-10-21T16:25:27.120,-27.4539532,153.2033916,-1.6,9.71,-0.149,0.908,0,-6.9,1.47,17.52,27.59
1999,2024-10-21T16:25:27.160,-27.453954,153.2033911,-1.6,9.46,-0.181,0.97,0,-9.1,4.16,19.48,28.63
2000,2024-10-21T16:25:27.200,-27.4539547,153.2033906,-1.7,8.67,-0.207,1.032,0,-11.2,6.8,20.46,27.78
2001,2024-10-21T16:25:27.240,-27.4539555,153.2033902,-1.7,8.32,-0.224,1.09,0,-12.7,9.18,20.48,24.98
2002,2024-10-21T16:25:27.280,-27.4539562,153.2033899,-1.7,7.89,-0.233,1.145,0,-13.2,10.99,19.79,20.8
2003,2024-10-21T16:25:27.320,-27.4539569,153.2033898,-1.7,7.24,-0.234,1.197,0,-13.2,12.18,18.39,15.5
2004,2024-10-21T16:25:27.360,-27.4539575,153.2033897,-1.7,6.69,-0.229,1.241,0,-12.7,12.74,16.34,9.57
2005,2024-10-21T16:25:27.400,-27.4539582,153.2033898,-1.7,6.33,-0.223,1.274,0,-11.5,12.9,13.6,3.11
2006,2024-10-21T16:25:27.440,-27.4539587,153.2033898,-1.7,6,-0.224,1.291,0,-9.4,12.81,10.51,-3
2007,2024-10-21T16:25:27.480,-27.4539593,153.20339,-1.6,6.3,-0.233,1.293,0,-7.3,12.61,7.1,-8.79
2008,2024-10-21T16:25:27.520,-27.45396,153.2033901,-1.6,6.38,-0.256,1.281,0,-4.6,12.21,3.42,-14.32
2009,2024-10-21T16:25:27.560,-27.4539606,153.2033904,-1.6,5.85,-0.288,1.254,0,-1.5,11.62,-0.57,-19.82
2010,2024-10-21T16:25:27.600,-27.4539611,153.2033908,-1.6,5.68,-0.329,1.212,0,1.6,10.67,-5.01,-25.61
2011,2024-10-21T16:25:27.640,-27.4539615,153.2033912,-1.6,5.89,-0.371,1.156,0,4.9,9.18,-9.64,-31.44
2012,2024-10-21T16:25:27.680,-27.4539621,153.2033917,-1.6,6.59,-0.412,1.074,0,8.6,6.99,-14.42,-37.09
2013,2024-10-21T16:25:27.720,-27.453963,153.2033922,-1.6,7.38,-0.444,0.971,0,12,4.3,-18.82,-41.68
2014,2024-10-21T16:25:27.760,-27.4539637,153.2033926,-1.5,8.16,-0.452,0.858,0,13.7,1.22,-22.58,-44.25
2015,2024-10-21T16:25:27.840,-27.4539654,153.2033931,-1.5,8.81,-0.417,0.747,0,14.4,-1.71,-24.67,-42.83
2016,2024-10-21T16:25:27.880,-27.4539663,153.203393,-1.5,8.67,-0.357,0.657,0,14.6,-4.33,-25.1,-38.33
2017,2024-10-21T16:25:27.920,-27.453967,153.2033927,-1.5,8.09,-0.285,0.587,0,13.2,-6.76,-23.71,-30.78
2018,2024-10-21T16:25:27.960,-27.4539678,153.2033922,-1.5,8.59,-0.225,0.531,0,11.8,-9.67,-20.05,-19.12
2019,2024-10-21T16:25:28.040,-27.4539695,153.2033908,-1.5,10.2,-0.202,0.491,0,9,-12.33,-14.86,-5.51
2020,2024-10-21T16:25:28.080,-27.4539703,153.2033899,-1.5,11.18,-0.221,0.478,0,5.9,-14.54,-8.88,8.3
2021,2024-10-21T16:25:28.160,-27.4539721,153.2033879,-1.5,12.53,-0.257,0.497,0,1.8,-16.07,-2.78,21.6
2022,2024-10-21T16:25:28.200,-27.453973,153.2033868,-1.5,12.77,-0.295,0.561,0,-0.5,-16.56,2.79,33.17
2023,2024-10-21T16:25:28.240,-27.4539743,153.2033858,-1.4,13.45,-0.325,0.661,0,-3.4,-15.73,6.87,41.26
2024,2024-10-21T16:25:28.280,-27.4539755,153.2033849,-1.4,14.1,-0.335,0.796,0,-4.3,-13.75,9.59,46.54
2025,2024-10-21T16:25:28.360,-27.4539777,153.2033831,-1.5,13.64,-0.321,0.945,0,-4.9,-10.97,10.66,48.43
2026,2024-10-21T16:25:28.400,-27.4539788,153.2033822,-1.5,13.19,-0.291,1.08,0,-5.4,-8.01,10.53,47.65
2027,2024-10-21T16:25:28.440,-27.4539798,153.2033816,-1.5,12.32,-0.248,1.193,0,-5.4,-4.79,9.53,44.59
2028,2024-10-21T16:25:28.480,-27.4539809,153.2033811,-1.5,11.43,-0.187,1.288,0,-5.5,-1.38,7.72,38.99
2029,2024-10-21T16:25:28.520,-27.4539818,153.2033806,-1.4,10.65,-0.123,1.35,0,-5.4,1.88,5.33,31.58
2030,2024-10-21T16:25:28.560,-27.4539827,153.2033803,-1.4,9.76,-0.065,1.377,0,-5.8,4.98,2.67,23.43
2031,2024-10-21T16:25:28.600,-27.4539833,153.2033799,-1.4,8.26,-0.022,1.365,0,-5.7,7.87,-0.16,15.2
2032,2024-10-21T16:25:28.640,-27.4539839,153.2033798,-1.4,7.41,-0.006,1.296,0,-4.9,10.87,-3.06,7.55
2033,2024-10-21T16:25:28.720,-27.4539855,153.2033794,-1.4,8.32,-0.024,1.188,0,-4.2,13.96,-5.57,1.62
2034,2024-10-21T16:25:28.800,-27.453987,153.2033789,-1.4,6.85,-0.052,1.072,0,-3.5,16.64,-7.75,-3.03
2035,2024-10-21T16:25:28.840,-27.4539874,153.2033789,-1.4,6.12,-0.078,0.957,0,-3.2,18.4,-9.35,-6.2
2036,2024-10-21T16:25:28.880,-27.4539882,153.2033789,-1.4,6.34,-0.097,0.861,0,-2.2,19.37,-10.33,-7.9
2037,2024-10-21T16:25:28.920,-27.4539889,153.2033786,-1.4,7.28,-0.103,0.81,0,-0.7,18.94,-10.7,-8.2
2038,2024-10-21T16:25:28.960,-27.45399,153.2033784,-1.4,8.37,-0.096,0.787,0,-0.4,17.25,-10.8,-7.63
2039,2024-10-21T16:25:29.040,-27.4539914,153.2033779,-1.4,8.19,-0.083,0.797,0,-0.6,14.82,-10.85,-6.89
2040,2024-10-21T16:25:29.080,-27.4539922,153.2033777,-1.4,7.68,-0.068,0.81,0,-0.3,12.4,-11.05,-6.75
2041,2024-10-21T16:25:29.120,-27.4539929,153.2033775,-1.4,7.41,-0.051,0.829,0,0.4,10.02,-11.44,-7.48
2042,2024-10-21T16:25:29.160,-27.4539937,153.2033775,-1.4,7.35,-0.034,0.834,0,1.7,7.87,-11.98,-9.04
2043,2024-10-21T16:25:29.200,-27.4539944,153.2033774,-1.4,7.28,-0.016,0.815,0,3.1,6.4,-12.42,-11
2044,2024-10-21T16:25:29.240,-27.453995,153.203377,-1.4,6.96,-0.001,0.779,0,3.4,5.34,-12.39,-12.26
2045,2024-10-21T16:25:29.280,-27.4539956,153.2033768,-1.4,6.8,0.005,0.752,0,3.3,4.7,-11.72,-12.08
2046,2024-10-21T16:25:29.360,-27.453997,153.2033762,-1.4,7.34,-0.001,0.747,0,2.7,4.56,-10.65,-10.82
2047,2024-10-21T16:25:29.440,-27.4539985,153.2033755,-1.4,7.47,-0.019,0.748,0,2.3,4.82,-9.37,-9.42
2048,2024-10-21T16:25:29.480,-27.453999,153.2033751,-1.4,7.16,-0.046,0.753,0,2.1,4.84,-7.98,-8.31
2049,2024-10-21T16:25:29.520,-27.4539997,153.2033748,-1.4,7.38,-0.077,0.743,0,2.3,4.55,-6.61,-7.74
2050,2024-10-21T16:25:29.560,-27.4540005,153.2033745,-1.4,7.71,-0.101,0.733,0,2.5,3.86,-5.4,-7.82
2051,2024-10-21T16:25:29.600,-27.4540013,153.2033741,-1.4,8.36,-0.11,0.72,0,2.7,2.76,-4.17,-8
2052,2024-10-21T16:25:29.640,-27.4540023,153.2033735,-1.4,8.79,-0.104,0.726,0,2.8,1.72,-2.8,-7.6
2053,2024-10-21T16:25:29.720,-27.4540037,153.2033725,-1.4,8.87,-0.096,0.745,0,2.1,1.19,-1.11,-6.66
2054,2024-10-21T16:25:29.800,-27.4540053,153.2033714,-1.4,8.78,-0.086,0.772,0,1.5,0.99,0.82,-5.57
2055,2024-10-21T16:25:29.840,-27.4540063,153.203371,-1.4,9.36,-0.08,0.796,0,1.1,0.95,2.68,-4.62
2056,2024-10-21T16:25:29.880,-27.454007,153.2033705,-1.4,9.5,-0.081,0.817,0,1,1.07,4.34,-4.09
2057,2024-10-21T16:25:29.920,-27.454008,153.2033698,-1.4,9.76,-0.088,0.829,0,0.7,1.13,5.71,-4.21
2058,2024-10-21T16:25:29.960,-27.4540089,153.2033693,-1.4,9.84,-0.096,0.837,0,0.7,1.2,6.76,-5.08
2059,2024-10-21T16:25:30.040,-27.4540107,153.2033684,-1.4,9.73,-0.099,0.848,0,0.8,1.39,7.92,-6.39
2060,2024-10-21T16:25:30.120,-27.4540124,153.2033673,-1.5,9.85,-0.099,0.861,0,0.9,1.53,9.4,-7.56
2061,2024-10-21T16:25:30.160,-27.4540133,153.2033667,-1.5,10.35,-0.096,0.88,0,0.7,1.71,10.89,-8.43
2062,2024-10-21T16:25:30.200,-27.4540142,153.2033659,-1.5,10.42,-0.098,0.892,0,-0.5,1.85,12.34,-8.87
2063,2024-10-21T16:25:30.240,-27.4540152,153.2033654,-1.5,10.45,-0.103,0.905,0,-1.2,1.75,13.51,-8.91
2064,2024-10-21T16:25:30.280,-27.4540161,153.2033648,-1.5,10.41,-0.118,0.914,0,-0.9,1.47,14.15,-8.75
2065,2024-10-21T16:25:30.320,-27.454017,153.2033643,-1.5,10.35,-0.142,0.917,0,-0.5,0.92,14.15,-8.78
2066,2024-10-21T16:25:30.360,-27.454018,153.2033638,-1.5,10.49,-0.164,0.926,0,0.3,0.17,13.7,-9
2067,2024-10-21T16:25:30.400,-27.454019,153.2033633,-1.5,10.55,-0.175,0.953,0,1.4,-0.52,12.86,-9.3
2068,2024-10-21T16:25:30.440,-27.45402,153.2033628,-1.5,10.64,-0.179,0.978,0,2.5,-0.9,11.74,-9.44
2069,2024-10-21T16:25:30.480,-27.454021,153.2033622,-1.5,10.43,-0.177,1.003,0,3.7,-0.69,10.38,-9.15
2070,2024-10-21T16:25:30.520,-27.4540219,153.2033616,-1.5,10.71,-0.175,1.014,0,4.4,0.15,9,-8.45
2071,2024-10-21T16:25:30.560,-27.4540228,153.203361,-1.5,10.65,-0.18,1.012,0,4.9,1.39,7.56,-7.52
2072,2024-10-21T16:25:30.600,-27.4540239,153.2033604,-1.5,10.91,-0.193,1.004,0,5,2.86,5.86,-6.71
2073,2024-10-21T16:25:30.640,-27.4540249,153.2033597,-1.5,10.73,-0.212,0.99,0,5.1,4.22,3.96,-6.26
2074,2024-10-21T16:25:30.680,-27.4540258,153.2033591,-1.4,10.5,-0.232,0.965,0,5,5.17,1.93,-6.22
2075,2024-10-21T16:25:30.720,-27.4540267,153.2033585,-1.4,10.68,-0.251,0.923,0,5,5.5,-0.25,-6.29
2076,2024-10-21T16:25:30.760,-27.4540277,153.2033578,-1.4,10.78,-0.261,0.871,0,5,5.22,-2.31,-6
2077,2024-10-21T16:25:30.800,-27.4540286,153.2033571,-1.4,11.06,-0.263,0.806,0,4.8,4.29,-3.99,-4.9
2078,2024-10-21T16:25:30.840,-27.4540297,153.2033562,-1.4,11.64,-0.256,0.737,0,4.5,3.08,-5.25,-2.8
2079,2024-10-21T16:25:30.880,-27.4540307,153.2033552,-1.4,12.33,-0.24,0.672,0,3.4,1.73,-5.98,0.52
2080,2024-10-21T16:25:30.920,-27.4540317,153.2033542,-1.3,12.99,-0.222,0.626,0,1.8,0.57,-6.18,4.37
2081,2024-10-21T16:25:30.960,-27.4540328,153.2033533,-1.3,13.28,-0.199,0.62,0,0.8,-0.33,-6.05,8.01
2082,2024-10-21T16:25:31.040,-27.4540346,153.2033512,-1.3,12.37,-0.176,0.659,0,-0.2,-0.54,-5.99,9.84
2083,2024-10-21T16:25:31.080,-27.4540355,153.2033504,-1.3,11.97,-0.155,0.734,0,-0.8,0.09,-6.11,9.78
2084,2024-10-21T16:25:31.120,-27.4540365,153.2033497,-1.3,11.69,-0.144,0.812,0,-1.4,1.43,-6.37,8.01
2085,2024-10-21T16:25:31.160,-27.4540374,153.203349,-1.3,11.45,-0.15,0.875,0,-0.9,3.45,-6.64,5.16
2086,2024-10-21T16:25:31.200,-27.4540385,153.2033483,-1.3,11.48,-0.171,0.912,0,-0.4,5.4,-6.82,1.87
2087,2024-10-21T16:25:31.240,-27.4540395,153.2033475,-1.3,11.82,-0.202,0.913,0,0.1,6.57,-6.86,-0.93
2088,2024-10-21T16:25:31.280,-27.4540405,153.2033468,-1.3,11.88,-0.231,0.891,0,0.7,6.49,-7.03,-3.68
2089,2024-10-21T16:25:31.320,-27.4540415,153.2033461,-1.3,11.92,-0.248,0.857,0,1,5.33,-7.35,-6.27
2090,2024-10-21T16:25:31.360,-27.4540425,153.2033452,-1.3,11.98,-0.237,0.827,0,1,3.6,-7.94,-8.52
2091,2024-10-21T16:25:31.400,-27.4540435,153.2033446,-1.3,12.01,-0.212,0.793,0,0.9,1.72,-8.53,-10.19
2092,2024-10-21T16:25:31.440,-27.4540444,153.2033438,-1.3,11.9,-0.18,0.771,0,1.3,0.46,-8.93,-11.07
2093,2024-10-21T16:25:31.480,-27.4540455,153.203343,-1.3,11.78,-0.148,0.768,0,1.4,-0.14,-8.96,-10.88
2094,2024-10-21T16:25:31.520,-27.4540465,153.2033422,-1.3,11.92,-0.13,0.768,0,0.9,-0.42,-8.52,-9.84
2095,2024-10-21T16:25:31.560,-27.4540475,153.2033413,-1.2,12.17,-0.123,0.761,0,0.7,-0.87,-7.56,-8.01
2096,2024-10-21T16:25:31.600,-27.4540486,153.2033405,-1.3,12.78,-0.121,0.753,0,0.5,-1.44,-6.37,-5.74
2097,2024-10-21T16:25:31.640,-27.4540498,153.2033396,-1.3,13.37,-0.124,0.734,0,1.2,-2.12,-5.12,-3.31
2098,2024-10-21T16:25:31.680,-27.4540508,153.2033386,-1.3,13.89,-0.127,0.732,0,2.2,-2.3,-4.14,-1.12
2099,2024-10-21T16:25:31.760,-27.4540529,153.2033367,-1.3,13.56,-0.12,0.786,0,3.1,-1.85,-3.9,-0.07
2100,2024-10-21T16:25:31.800,-27.4540541,153.2033357,-1.3,13.5,-0.116,0.857,0,4,-0.97,-4.35,-0.45
2101,2024-10-21T16:25:31.840,-27.454055,153.2033348,-1.3,12.94,-0.115,0.944,0,4.1,0.19,-5.64,-2.48
2102,2024-10-21T16:25:31.880,-27.454056,153.2033342,-1.3,12.17,-0.11,1.055,0,4.7,1.62,-7.68,-5.99
2103,2024-10-21T16:25:31.920,-27.4540569,153.2033334,-1.3,11.8,-0.126,1.113,0,6.5,2.6,-10.23,-10.72
2104,2024-10-21T16:25:31.960,-27.4540578,153.2033327,-1.2,11.81,-0.156,1.105,0,7.8,3.21,-13.27,-16.25
2105,2024-10-21T16:25:32.040,-27.4540599,153.2033313,-1.2,11.28,-0.194,0.995,0,9.3,2.78,-16.25,-20.81
2106,2024-10-21T16:25:32.080,-27.454061,153.2033305,-1.2,12.12,-0.203,0.874,0,10.6,1.87,-18.32,-22.92
2107,2024-10-21T16:25:32.120,-27.4540624,153.2033294,-1.2,13.91,-0.196,0.729,0,12.1,0.7,-19,-21.96
2108,2024-10-21T16:25:32.200,-27.4540646,153.2033274,-1.2,14.95,-0.171,0.606,0,12.5,-0.63,-17.98,-17.79
2109,2024-10-21T16:25:32.240,-27.4540657,153.203326,-1.2,15.65,-0.138,0.513,0,12.2,-1.84,-15.55,-11.27
2110,2024-10-21T16:25:32.280,-27.4540667,153.2033243,-1.1,16.22,-0.104,0.502,0,10.1,-2.47,-11.92,-3.18
2111,2024-10-21T16:25:32.320,-27.4540677,153.2033227,-1.1,16.91,-0.092,0.512,0,7.7,-2.63,-7.85,4.79
2112,2024-10-21T16:25:32.360,-27.4540688,153.2033209,-1,17.34,-0.101,0.533,0,5.3,-2.82,-3.34,12.35
2113,2024-10-21T16:25:32.440,-27.454071,153.2033178,-1,18.32,-0.127,0.559,0,2.4,-3.31,1.09,18.36
2114,2024-10-21T16:25:32.480,-27.4540722,153.2033161,-1,18.64,-0.154,0.598,0,1.5,-4.17,4.93,22.72
2115,2024-10-21T16:25:32.520,-27.4540734,153.2033143,-1,19.03,-0.184,0.633,0,1.2,-4.93,7.84,25.25
2116,2024-10-21T16:25:32.560,-27.4540745,153.2033127,-1.1,18.84,-0.206,0.688,0,0.3,-5.66,10.06,26.67
2117,2024-10-21T16:25:32.600,-27.4540755,153.2033108,-1,18.68,-0.22,0.75,0,-0.9,-6.01,11.45,27.15
2118,2024-10-21T16:25:32.640,-27.4540767,153.2033093,-1,18.4,-0.229,0.799,0,-2.4,-4.91,12.16,27.13
2119,2024-10-21T16:25:32.680,-27.454078,153.2033078,-1.1,18.5,-0.226,0.886,0,-2.9,-3.77,12.75,26.35
2120,2024-10-21T16:25:32.720,-27.4540791,153.2033061,-1,18.06,-0.217,0.962,0,-2.6,-2.38,12.88,23.72
2121,2024-10-21T16:25:32.800,-27.4540813,153.2033033,-1,16.51,-0.211,1.002,0,-3.2,-1.38,12.56,17.96
2122,2024-10-21T16:25:32.880,-27.4540837,153.2033009,-1,15.76,-0.203,1.021,0,-3.4,-1.35,11.81,10.82
2123,2024-10-21T16:25:32.920,-27.4540847,153.2032998,-1.1,15.39,-0.19,1.039,0,-3.8,-2.74,10.77,3.54
2124,2024-10-21T16:25:32.960,-27.4540858,153.2032987,-1,14.79,-0.178,1,0,-3.6,-4.58,9.5,-3.02
2125,2024-10-21T16:25:33.040,-27.4540883,153.2032965,-1,15.52,-0.161,0.932,0,-3.3,-6.59,8.46,-7.14
2126,2024-10-21T16:25:33.080,-27.4540897,153.2032954,-1.1,15.94,-0.14,0.858,0,-3,-8,7.8,-7.77
2127,2024-10-21T16:25:33.120,-27.4540908,153.2032941,-1.1,16.15,-0.123,0.783,0,-1.8,-8.44,7.48,-6.54
2128,2024-10-21T16:25:33.160,-27.454092,153.2032926,-1.1,16.86,-0.108,0.719,0,-2.3,-8.03,7.37,-4.34
2129,2024-10-21T16:25:33.200,-27.4540934,153.2032912,-1.1,17.48,-0.101,0.688,0,-3,-6.92,7.33,-1.79
2130,2024-10-21T16:25:33.240,-27.4540947,153.2032899,-1.1,17.4,-0.105,0.719,0,-3.9,-5.07,7.12,-0.19
2131,2024-10-21T16:25:33.280,-27.4540959,153.2032888,-1.1,16.75,-0.086,0.891,0,-4.1,-2.68,6.34,0
2132,2024-10-21T16:25:33.320,-27.454097,153.2032878,-1.2,15.88,-0.086,1.052,0,-3.8,-0.02,5.34,-1.17
2133,2024-10-21T16:25:33.360,-27.4540982,153.2032868,-1.2,14.93,-0.102,1.216,0,-3.2,2.51,3.39,-4.33
2134,2024-10-21T16:25:33.440,-27.4541007,153.2032849,-1.2,14.77,-0.161,1.206,0,-2.6,3.63,0.66,-8.83
2135,2024-10-21T16:25:33.480,-27.454102,153.203284,-1.2,14.97,-0.201,1.188,0,-1.1,4.31,-2.54,-13.59
2136,2024-10-21T16:25:33.520,-27.4541034,153.203283,-1.1,15.14,-0.26,0.997,0,1.3,3.56,-5.88,-17.68
2137,2024-10-21T16:25:33.560,-27.4541047,153.203282,-1.2,15.65,-0.294,0.788,0,1.9,3.12,-8.87,-20.2
2138,2024-10-21T16:25:33.600,-27.4541062,153.203281,-1.2,16.7,-0.303,0.573,0,2.1,2.12,-10.81,-20.03
2139,2024-10-21T16:25:33.640,-27.4541077,153.2032796,-1.2,17.4,-0.277,0.487,0,2.6,1.29,-11.61,-16.78
2140,2024-10-21T16:25:33.720,-27.4541102,153.2032768,-1.2,18.09,-0.262,0.477,0,1.6,0.01,-11.37,-11.77
2141,2024-10-21T16:25:33.760,-27.4541117,153.2032753,-1.2,19.06,-0.238,0.608,0,1.1,0.16,-10.23,-7.01
2142,2024-10-21T16:25:33.840,-27.4541147,153.2032728,-1.2,18.53,-0.203,0.809,0,-0.3,1.41,-8.52,-3.24
2143,2024-10-21T16:25:33.880,-27.4541162,153.2032715,-1.2,18.55,-0.178,0.984,0,0.8,4.04,-6.19,-0.61
2144,2024-10-21T16:25:33.960,-27.454119,153.2032688,-1.2,18.22,-0.181,1.1,0,1.9,7.41,-3.74,-0.4
2145,2024-10-21T16:25:34.040,-27.4541218,153.2032662,-1.2,18,-0.194,1.11,0,1.8,10.2,-2.11,-2.11
2146,2024-10-21T16:25:34.080,-27.4541233,153.2032647,-1.2,18.56,-0.202,1.048,0,2.4,11.53,-1.21,-4.4
2147,2024-10-21T16:25:34.120,-27.4541247,153.2032633,-1.2,18.73,-0.213,0.938,0,2.4,10.93,-0.95,-6.55
2148,2024-10-21T16:25:34.160,-27.4541262,153.2032619,-1.2,18.63,-0.21,0.85,0,2.1,9.1,-1.09,-8.51
2149,2024-10-21T16:25:34.200,-27.4541278,153.2032608,-1.1,18.43,-0.189,0.781,0,2.6,6.3,-1.41,-9.63
2150,2024-10-21T16:25:34.240,-27.4541294,153.2032594,-1.1,18.63,-0.162,0.731,0,3.9,3.1,-1.56,-9.85
2151,2024-10-21T16:25:34.280,-27.4541309,153.2032581,-1.1,19.24,-0.144,0.685,0,4.8,0.06,-1.46,-9.6
2152,2024-10-21T16:25:34.320,-27.4541324,153.2032566,-1.1,19.55,-0.136,0.636,0,5.2,-2.82,-1.24,-9.18
2153,2024-10-21T16:25:34.400,-27.4541353,153.2032537,-1.2,20.16,-0.138,0.602,0,4.7,-5.31,-0.74,-8.46
2154,2024-10-21T16:25:34.440,-27.4541369,153.203252,-1.2,20.16,-0.144,0.596,0,4.3,-7.23,0.12,-7.4
2155,2024-10-21T16:25:34.480,-27.4541383,153.2032503,-1.1,20.43,-0.158,0.618,0,3,-8.64,1.56,-5.86
2156,2024-10-21T16:25:34.520,-27.4541399,153.2032487,-1.1,21.01,-0.175,0.673,0,1.7,-9.86,3.5,-3.71
2157,2024-10-21T16:25:34.560,-27.4541415,153.203247,-1.1,21.28,-0.19,0.752,0,0.7,-10.83,5.66,-1.26
2158,2024-10-21T16:25:34.600,-27.4541429,153.2032453,-1.2,21.06,-0.205,0.822,0,-0.4,-11.55,7.8,1.64
2159,2024-10-21T16:25:34.680,-27.4541457,153.2032417,-1.1,21.1,-0.222,0.875,0,-1.8,-11.66,9.6,4.65
2160,2024-10-21T16:25:34.720,-27.4541472,153.20324,-1.2,21.06,-0.239,0.913,0,-2.7,-11.13,10.88,7.3
2161,2024-10-21T16:25:34.760,-27.4541489,153.2032384,-1.1,21.35,-0.254,0.93,0,-3.9,-10.17,11.55,9.27
2162,2024-10-21T16:25:34.800,-27.4541504,153.2032366,-1.1,21.39,-0.271,0.931,0,-3.5,-8.92,11.65,10.49
2163,2024-10-21T16:25:34.840,-27.4541519,153.203235,-1.2,21.26,-0.286,0.939,0,-3.9,-7.4,11.12,10.47
2164,2024-10-21T16:25:34.920,-27.4541551,153.2032317,-1.2,21.3,-0.298,0.968,0,-4.6,-5.97,10.16,9.71
2165,2024-10-21T16:25:34.960,-27.4541566,153.2032302,-1.2,21.27,-0.307,1.011,0,-4.6,-4.95,8.97,8.93
2166,2024-10-21T16:25:35.040,-27.4541596,153.2032269,-1.2,20.61,-0.304,1.044,0,-4.1,-4.47,7.26,8.09
2167,2024-10-21T16:25:35.120,-27.4541629,153.203224,-1.1,21.01,-0.292,1.068,0,-4.8,-4.06,4.95,6.05
2168,2024-10-21T16:25:35.160,-27.4541645,153.2032226,-1.1,20.41,-0.282,1.076,0,-4.5,-3.38,1.7,1.51
2169,2024-10-21T16:25:35.240,-27.454168,153.2032199,-1.1,20.39,-0.284,1.056,0,-3.7,-2.46,-1.97,-4.36
2170,2024-10-21T16:25:35.280,-27.4541698,153.2032189,-1,20.06,-0.302,1,0,-2.9,-1.58,-5.01,-8.92
2171,2024-10-21T16:25:35.360,-27.4541732,153.203216,-1,21.1,-0.327,0.935,0,-0.5,-1.35,-6.41,-9.87
2172,2024-10-21T16:25:35.400,-27.4541749,153.2032144,-1,21.53,-0.345,0.891,0,-0.8,-2.15,-6.7,-8.14
2173,2024-10-21T16:25:35.440,-27.4541767,153.2032127,-1,22.16,-0.348,0.862,0,-1.8,-3.88,-5.85,-3.92
2174,2024-10-21T16:25:35.480,-27.4541786,153.2032112,-1,22.37,-0.325,0.85,0,-2,-6.23,-4.67,1.07
2175,2024-10-21T16:25:35.520,-27.4541803,153.2032097,-0.9,21.77,-0.284,0.855,0,-1.8,-8.57,-3.95,4.66
2176,2024-10-21T16:25:35.560,-27.4541821,153.2032083,-0.9,21.5,-0.24,0.864,0,-1.9,-9.87,-4.11,5.54
2177,2024-10-21T16:25:35.600,-27.4541838,153.203207,-0.9,21.18,-0.21,0.85,0,-1.3,-9.9,-4.7,5.05
2178,2024-10-21T16:25:35.680,-27.4541871,153.203204,-0.9,20.95,-0.204,0.816,0,-0.8,-9.56,-5.24,4.09
2179,2024-10-21T16:25:35.760,-27.4541909,153.203201,-0.9,23.06,-0.213,0.779,0,-1.4,-9.26,-5.21,3.93
2180,2024-10-21T16:25:35.800,-27.4541928,153.2031994,-0.9,23.08,-0.224,0.746,0,-1.4,-9.06,-4.67,4.75
2181,2024-10-21T16:25:35.840,-27.4541947,153.2031979,-0.9,23.16,-0.233,0.722,0,-1.3,-9.03,-3.61,6.77
2182,2024-10-21T16:25:35.880,-27.4541966,153.2031963,-0.9,23.4,-0.235,0.713,0,-1.6,-9.22,-2.29,9.43
2183,2024-10-21T16:25:35.920,-27.4541985,153.2031948,-0.9,23.51,-0.224,0.728,0,-2.2,-8.94,-0.95,12.34
2184,2024-10-21T16:25:35.960,-27.4542003,153.2031931,-0.9,23.74,-0.209,0.767,0,-2.8,-7.83,0.01,13.94
2185,2024-10-21T16:25:36.040,-27.4542037,153.2031897,-1,23.14,-0.196,0.822,0,-4,-6.39,0.58,13.77
2186,2024-10-21T16:25:36.080,-27.4542053,153.2031882,-1,22.17,-0.187,0.876,0,-5.5,-5.06,0.77,11.99
2187,2024-10-21T16:25:36.120,-27.4542073,153.2031868,-1,22.1,-0.18,0.92,0,-6.9,-3.97,0.81,9.6
2188,2024-10-21T16:25:36.160,-27.454209,153.2031854,-1,21.82,-0.178,0.936,0,-6.9,-3.12,0.88,7.02
2189,2024-10-21T16:25:36.200,-27.4542106,153.2031839,-1,21.37,-0.179,0.926,0,-7,-2.48,1.15,5.2
2190,2024-10-21T16:25:36.240,-27.4542124,153.2031824,-1,21.87,-0.18,0.91,0,-7.9,-1.72,1.69,4.46
2191,2024-10-21T16:25:36.280,-27.4542143,153.203181,-1.1,23.03,-0.183,0.902,0,-8.3,-0.52,2.55,4.55
2192,2024-10-21T16:25:36.320,-27.4542162,153.2031796,-1.1,23.28,-0.184,0.919,0,-8,0.9,3.51,4.81
2193,2024-10-21T16:25:36.360,-27.4542182,153.2031781,-1.1,23,-0.183,0.957,0,-7.6,2.34,4.39,4.89
2194,2024-10-21T16:25:36.400,-27.4542202,153.2031767,-1,22.62,-0.179,1,0,-7.4,3.68,5.11,4.58
2195,2024-10-21T16:25:36.440,-27.454222,153.2031754,-1.1,22.59,-0.175,1.044,0,-7.1,4.9,5.55,3.67
2196,2024-10-21T16:25:36.480,-27.4542238,153.2031743,-1.1,21.94,-0.175,1.078,0,-6.6,5.86,5.55,2.15
2197,2024-10-21T16:25:36.520,-27.4542258,153.203173,-1.1,21.57,-0.184,1.092,0,-6.2,6.6,5.17,0.12
2198,2024-10-21T16:25:36.560,-27.4542277,153.2031719,-1.1,21.54,-0.204,1.085,0,-5.9,7,4.39,-2.37
2199,2024-10-21T16:25:36.600,-27.4542296,153.2031707,-1.1,21.65,-0.229,1.064,0,-5.6,6.98,3.42,-4.88
