Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
211,2024-10-21T16:23:58.040,-27.456846,153.1986046,2.1,9.34,-0.092,0.857,0,2.4,-9.83,-6.22,8.29
212,2024-10-21T16:23:58.080,-27.4568452,153.1986051,2.1,9.33,-0.091,0.835,0,1.9,-7.91,-4.27,9.41
213,2024-10-21T16:23:58.120,-27.4568445,153.1986058,2,9.5,-0.098,0.832,0,1.4,-6.43,-2.84,11.44
214,2024-10-21T16:23:58.160,-27.4568438,153.1986066,2,9.45,-0.105,0.843,0,0.9,-5.53,-1.87,14.46
215,2024-10-21T16:23:58.200,-27.4568433,153.1986073,2,9.16,-0.101,0.865,0,-0.2,-5.35,-1.28,18.03
216,2024-10-21T16:23:58.240,-27.4568427,153.1986081,2,9.31,-0.082,0.882,0,-2,-5.47,-0.58,21.23
217,2024-10-21T16:23:58.280,-27.4568421,153.1986089,2,8.97,-0.044,0.886,0,-4.1,-5.61,0.46,23.19
218,2024-10-21T16:23:58.320,-27.4568413,153.1986094,2,8.77,0,0.888,0,-5.4,-5.76,1.87,23.2
219,2024-10-21T16:23:58.400,-27.45684,153.1986106,1.9,8.73,0.033,0.898,0,-5.9,-5.9,3.47,21.23
220,2024-10-21T16:23:58.440,-27.4568394,153.1986111,1.9,8.36,0.044,0.908,0,-6.7,-5.77,5.08,18.08
221,2024-10-21T16:23:58.480,-27.4568386,153.1986115,1.9,8.74,0.026,0.927,0,-7.1,-5.08,6.56,13.98
222,2024-10-21T16:23:58.560,-27.4568366,153.1986127,2,9.96,-0.018,0.952,0,-6.6,-4.1,7.5,10.18
223,2024-10-21T16:23:58.600,-27.4568356,153.1986132,2,10.26,-0.072,0.97,0,-6.4,-3.09,7.74,7.64
224,2024-10-21T16:23:58.640,-27.4568345,153.1986135,2,10.49,-0.124,0.981,0,-5.7,-2.23,7.35,6.43
225,2024-10-21T16:23:58.680,-27.4568336,153.198614,2,10.27,-0.167,0.989,0,-5.2,-1.59,6.49,6.11
226,2024-10-21T16:23:58.720,-27.4568327,153.1986146,2,9.99,-0.192,0.992,0,-5.1,-1.35,5.13,6.53
227,2024-10-21T16:23:58.760,-27.4568319,153.1986152,2,10.3,-0.204,0.987,0,-5.8,-1.18,3.71,6.91
228,2024-10-21T16:23:58.800,-27.4568308,153.1986158,2,10.65,-0.211,0.974,0,-6.2,-0.87,2.36,6.8
229,2024-10-21T16:23:58.840,-27.4568298,153.1986163,2,11.07,-0.212,0.954,0,-6.4,-0.21,1.15,6.18
230,2024-10-21T16:23:58.880,-27.4568286,153.1986168,2,11.55,-0.204,0.933,0,-6.3,0.86,0.02,4.86
231,2024-10-21T16:23:58.920,-27.4568274,153.1986173,2,11.74,-0.19,0.919,0,-5.1,2.15,-0.91,2.95
232,2024-10-21T16:23:58.960,-27.4568262,153.1986177,2.1,11.78,-0.169,0.924,0,-3.7,3.52,-1.93,0
233,2024-10-21T16:23:59.040,-27.4568238,153.1986185,2.1,12.18,-0.151,0.943,0,-2.5,4.57,-3.06,-3.41
234,2024-10-21T16:23:59.080,-27.4568228,153.198619,2.1,11.9,-0.141,0.957,0,-1.7,5.1,-4.24,-6.64
235,2024-10-21T16:23:59.120,-27.4568217,153.1986194,2.1,11.7,-0.14,0.961,0,-1,5.24,-5.27,-9.25
236,2024-10-21T16:23:59.160,-27.4568205,153.1986197,2.1,11.82,-0.156,0.934,0,-0.4,5.11,-6.29,-10.82
237,2024-10-21T16:23:59.200,-27.4568195,153.1986201,2.1,11.75,-0.181,0.88,0,0.4,4.89,-7.13,-10.77
238,2024-10-21T16:23:59.240,-27.4568183,153.1986206,2.2,11.91,-0.203,0.817,0,1.4,4.74,-7.84,-9.41
239,2024-10-21T16:23:59.280,-27.4568171,153.1986211,2.2,11.85,-0.209,0.768,0,2.2,4.57,-8.45,-7.18
240,2024-10-21T16:23:59.320,-27.4568159,153.1986216,2.2,11.96,-0.194,0.76,0,3.3,3.96,-8.98,-4.82
241,2024-10-21T16:23:59.360,-27.4568149,153.1986221,2.2,12.11,-0.161,0.8,0,4.1,2.82,-9.28,-3
242,2024-10-21T16:23:59.400,-27.4568138,153.1986225,2.1,11.99,-0.118,0.879,0,4.4,0.94,-9.35,-2.05
243,2024-10-21T16:23:59.440,-27.4568126,153.198623,2.1,12.19,-0.077,0.968,0,4.5,-1.49,-9,-2.15
244,2024-10-21T16:23:59.480,-27.4568113,153.1986235,2.1,12.16,-0.057,1.033,0,4.5,-3.99,-8.32,-3.01
245,2024-10-21T16:23:59.520,-27.4568104,153.198624,2.1,11.61,-0.064,1.053,0,4.1,-6.06,-7.33,-3.71
246,2024-10-21T16:23:59.600,-27.4568083,153.1986252,2.1,11.63,-0.079,1.043,0,3.5,-7.32,-6.43,-3.53
247,2024-10-21T16:23:59.640,-27.4568073,153.1986259,2.1,11.64,-0.098,1.002,0,2.8,-7.53,-5.73,-2.58
248,2024-10-21T16:23:59.680,-27.4568062,153.1986264,2.1,11.56,-0.115,0.94,0,1,-6.76,-5.41,-0.81
249,2024-10-21T16:23:59.720,-27.4568053,153.1986271,2.1,11.39,-0.127,0.882,0,0,-5.47,-5.44,1.48
250,2024-10-21T16:23:59.760,-27.4568041,153.1986278,2.1,11.74,-0.135,0.84,0,-0.5,-3.95,-5.81,3.99
251,2024-10-21T16:23:59.800,-27.4568031,153.1986286,2.1,11.93,-0.141,0.816,0,-1.5,-2.59,-6.27,6.52
252,2024-10-21T16:23:59.840,-27.4568022,153.1986293,2.1,12.09,-0.143,0.806,0,-3.1,-1.56,-6.7,9.3
253,2024-10-21T16:23:59.880,-27.4568012,153.1986302,2.1,11.98,-0.138,0.807,0,-5.1,-0.9,-6.86,11.95
254,2024-10-21T16:23:59.920,-27.4568001,153.1986311,2.1,12.16,-0.119,0.804,0,-6.7,-0.57,-6.72,14.32
255,2024-10-21T16:23:59.960,-27.4567991,153.1986316,2.1,11.93,-0.068,0.796,0,-7.4,-0.19,-5.82,15.61
256,2024-10-21T16:24:00.040,-27.4567965,153.1986329,2.1,13.44,0,0.786,0,-7.3,0.02,-4.19,14.84
257,2024-10-21T16:24:00.080,-27.456795,153.1986333,2.1,13.62,0.064,0.791,0,-6.7,0.22,-1.89,11.8
258,2024-10-21T16:24:00.120,-27.4567937,153.1986336,2,13.63,0.111,0.81,0,-4.6,0.19,0.62,7.31
259,2024-10-21T16:24:00.160,-27.4567924,153.198634,2,13.52,0.132,0.853,0,-3.1,-0.01,3.18,2.01
260,2024-10-21T16:24:00.200,-27.456791,153.1986345,2,13.65,0.115,0.903,0,-2.5,-0.52,5.34,-3.01
261,2024-10-21T16:24:00.240,-27.4567897,153.1986349,2,13.71,0.065,0.956,0,-1.7,-1.29,6.92,-6.64
262,2024-10-21T16:24:00.280,-27.4567883,153.1986354,2,13.6,0,0.993,0,-1.3,-2.22,7.85,-8.31
263,2024-10-21T16:24:00.320,-27.456787,153.1986359,2,13.37,-0.057,1.026,0,-1.7,-2.89,8.31,-8.22
264,2024-10-21T16:24:00.360,-27.4567858,153.1986364,2,13.06,-0.103,1.048,0,-2.2,-3.15,8.36,-6.8
265,2024-10-21T16:24:00.400,-27.4567846,153.1986368,2,12.84,-0.126,1.064,0,-2.5,-2.84,8.01,-4.64
266,2024-10-21T16:24:00.440,-27.4567834,153.1986373,2,12.68,-0.125,1.056,0,-2.1,-1.65,7.29,-2.72
267,2024-10-21T16:24:00.520,-27.4567809,153.1986383,2,12.99,-0.12,1.008,0,-2.3,0.26,5.98,-1.69
268,2024-10-21T16:24:00.560,-27.4567796,153.1986388,2.1,12.99,-0.12,0.931,0,-2.5,2.04,4.29,-1.31
269,2024-10-21T16:24:00.600,-27.4567782,153.1986392,2.1,13.39,-0.125,0.838,0,-2.8,3.48,2.29,-1.44
270,2024-10-21T16:24:00.640,-27.4567768,153.1986396,2.1,14.05,-0.134,0.748,0,-1.7,4.09,0.03,-1.9
271,2024-10-21T16:24:00.680,-27.4567753,153.1986401,2.1,14.3,-0.139,0.699,0,-0.4,3.79,-2.07,-2.55
272,2024-10-21T16:24:00.720,-27.456774,153.1986405,2.1,14.51,-0.118,0.743,0,0.6,2.34,-3.83,-3.32
273,2024-10-21T16:24:00.760,-27.4567724,153.1986408,2,14.95,-0.102,0.805,0,1.9,0.35,-5.08,-4.53
274,2024-10-21T16:24:00.800,-27.456771,153.1986414,2.1,14.77,-0.085,0.898,0,3.4,-2.25,-5.78,-6.19
275,2024-10-21T16:24:00.840,-27.4567697,153.1986419,2.1,14.12,-0.086,0.97,0,4.3,-4.65,-5.68,-7.89
276,2024-10-21T16:24:00.880,-27.4567683,153.1986424,2.1,14.44,-0.111,0.979,0,4.6,-6.65,-5.08,-9.19
277,2024-10-21T16:24:00.920,-27.456767,153.1986429,2.1,14.5,-0.142,0.966,0,5.2,-8.17,-4.11,-9.81
278,2024-10-21T16:24:00.960,-27.4567655,153.1986435,2.1,14.8,-0.163,0.937,0,5.6,-9.65,-3.14,-9.92
279,2024-10-21T16:24:01.040,-27.4567627,153.1986445,2.1,15.09,-0.181,0.892,0,6,-10.48,-2.24,-9.78
280,2024-10-21T16:24:01.080,-27.4567612,153.198645,2.1,15.43,-0.192,0.871,0,7,-11.51,-1.71,-9.58
281,2024-10-21T16:24:01.120,-27.4567597,153.1986456,2.1,15.36,-0.198,0.879,0,8.2,-12.25,-1.37,-9.21
282,2024-10-21T16:24:01.160,-27.4567582,153.1986464,2.1,15.42,-0.218,0.865,0,8.9,-12.5,-1.11,-8.42
283,2024-10-21T16:24:01.200,-27.4567567,153.198647,2.1,15.39,-0.245,0.852,0,9.3,-12.09,-0.78,-6.55
284,2024-10-21T16:24:01.240,-27.4567554,153.1986478,2.1,15.28,-0.269,0.831,0,9,-11.28,-0.35,-3.71
285,2024-10-21T16:24:01.280,-27.456754,153.1986487,2.1,14.99,-0.281,0.805,0,8.8,-9.9,0.28,-0.24
286,2024-10-21T16:24:01.320,-27.4567528,153.1986496,2.1,14.74,-0.278,0.78,0,7.9,-8.35,1.11,3.18
287,2024-10-21T16:24:01.360,-27.4567515,153.1986505,2,14.81,-0.268,0.763,0,7.4,-6.69,2.21,5.99
288,2024-10-21T16:24:01.400,-27.45675,153.1986513,2,15.26,-0.259,0.755,0,7.2,-4.95,3.65,7.84
289,2024-10-21T16:24:01.440,-27.4567485,153.1986523,2,15.82,-0.253,0.756,0,7.3,-3.34,5.28,8.91
290,2024-10-21T16:24:01.480,-27.456747,153.1986535,2,16.29,-0.248,0.78,0,7.2,-1.88,7.07,9.57
291,2024-10-21T16:24:01.520,-27.4567457,153.1986545,1.9,16.39,-0.236,0.812,0,6.8,-0.95,8.9,9.99
292,2024-10-21T16:24:01.560,-27.4567443,153.1986555,1.9,15.79,-0.209,0.856,0,6.1,-0.76,10.75,10.07
293,2024-10-21T16:24:01.600,-27.4567431,153.1986566,1.9,15.42,-0.17,0.896,0,5.2,-1.18,12.69,9.6
294,2024-10-21T16:24:01.640,-27.4567417,153.1986578,1.8,15.97,-0.129,0.922,0,3.9,-2.05,14.88,8.31
295,2024-10-21T16:24:01.680,-27.45674,153.1986589,1.8,16.68,-0.095,0.95,0,3.3,-3.06,17.05,6.41
296,2024-10-21T16:24:01.720,-27.4567387,153.1986598,1.8,16.68,-0.085,0.968,0,3.4,-3.76,19.04,4.33
297,2024-10-21T16:24:01.760,-27.4567372,153.1986608,1.8,16.71,-0.097,0.999,0,3.1,-4.26,20.51,2.61
298,2024-10-21T16:24:01.800,-27.4567356,153.1986618,1.8,16.75,-0.133,1.032,0,2.6,-4.34,21.31,1.65
299,2024-10-21T16:24:01.840,-27.4567342,153.198663,1.8,16.74,-0.198,1.045,0,2.3,-3.5,20.98,2.39
300,2024-10-21T16:24:01.920,-27.456732,153.1986651,1.9,14.96,-0.265,1.014,0,1.7,-0.9,19.39,5.28
301,2024-10-21T16:24:02.000,-27.4567296,153.1986678,1.8,16.3,-0.285,1.007,0,0.5,2.23,16.83,8.49
302,2024-10-21T16:24:02.080,-27.4567272,153.1986699,1.8,15.16,-0.272,1.002,0,-1.1,5.16,14.17,10.21
303,2024-10-21T16:24:02.120,-27.4567262,153.1986708,1.8,14.87,-0.245,1.002,0,-1.6,7.56,11.6,10.46
304,2024-10-21T16:24:02.160,-27.4567247,153.1986719,1.9,15.64,-0.214,0.992,0,-1.9,9.56,9.52,8.97
305,2024-10-21T16:24:02.200,-27.4567232,153.1986732,1.9,16.19,-0.204,0.974,0,-1.4,10.97,7.8,5.92
306,2024-10-21T16:24:02.240,-27.4567217,153.1986742,1.9,16.62,-0.232,0.92,0,-0.6,12.59,6.38,2.99
307,2024-10-21T16:24:02.280,-27.4567204,153.1986754,1.9,16.4,-0.278,0.853,0,0,14.65,4.78,1.22
308,2024-10-21T16:24:02.320,-27.4567191,153.1986765,1.9,16.32,-0.315,0.797,0,0.4,16.93,3.04,-0.01
309,2024-10-21T16:24:02.360,-27.4567177,153.1986775,1.9,16.61,-0.332,0.775,0,0.8,18.66,1.37,-1.29
310,2024-10-21T16:24:02.400,-27.4567162,153.1986785,1.9,17.13,-0.325,0.775,0,1.7,19.4,0.09,-3.56
311,2024-10-21T16:24:02.480,-27.456713,153.1986804,1.9,17.53,-0.312,0.776,0,3.1,18.92,-0.67,-7.07
312,2024-10-21T16:24:02.520,-27.4567115,153.1986817,1.9,17.62,-0.312,0.786,0,4.4,17.71,-0.91,-10.89
313,2024-10-21T16:24:02.560,-27.4567099,153.1986828,1.9,18.05,-0.307,0.851,0,4.4,13.9,-0.52,-14.27
314,2024-10-21T16:24:02.640,-27.4567068,153.1986851,1.9,18.24,-0.314,0.931,0,4.9,9.27,0.4,-16.74
315,2024-10-21T16:24:02.680,-27.4567054,153.1986864,1.8,18.38,-0.319,1.01,0,5.6,4.83,1.54,-17.43
316,2024-10-21T16:24:02.720,-27.4567039,153.1986877,1.8,18.58,-0.343,1.065,0,4.8,2.18,2.55,-16.31
317,2024-10-21T16:24:02.760,-27.4567025,153.1986891,1.8,18.59,-0.359,1.126,0,3.9,-0.53,3.02,-13.97
318,2024-10-21T16:24:02.800,-27.4567009,153.1986905,1.8,18.93,-0.36,1.124,0,3,-1.13,2.7,-11.04
319,2024-10-21T16:24:02.880,-27.4566979,153.198693,1.8,17.94,-0.332,1.123,0,3.1,-0.25,1.62,-8.79
320,2024-10-21T16:24:02.920,-27.4566966,153.1986941,1.9,17.41,-0.303,1.111,0,4.2,1.69,0.2,-7.44
321,2024-10-21T16:24:02.960,-27.4566952,153.1986955,1.9,17.35,-0.259,1.091,0,4.8,3.64,-1.53,-7.07
322,2024-10-21T16:24:03.040,-27.4566927,153.198698,1.9,17.41,-0.231,0.999,0,4.5,6.25,-3.52,-7.2
323,2024-10-21T16:24:03.080,-27.4566913,153.1986992,1.9,16.8,-0.225,0.903,0,4,7.69,-5.49,-7.22
324,2024-10-21T16:24:03.120,-27.45669,153.1987003,1.9,16.71,-0.238,0.789,0,3.9,7.59,-7.39,-6.15
325,2024-10-21T16:24:03.160,-27.4566888,153.1987014,2,16.26,-0.255,0.683,0,4.6,5.82,-9.29,-4.02
326,2024-10-21T16:24:03.200,-27.4566875,153.1987026,2,16.08,-0.266,0.608,0,4.9,2.71,-10.91,-0.95
327,2024-10-21T16:24:03.240,-27.4566862,153.1987038,1.9,16.51,-0.266,0.598,0,5,-0.74,-11.89,1.99
328,2024-10-21T16:24:03.280,-27.4566846,153.1987052,1.9,17.42,-0.262,0.623,0,5.3,-3.54,-12.22,4.28
329,2024-10-21T16:24:03.320,-27.4566834,153.1987064,1.9,17.3,-0.259,0.702,0,5.4,-5.38,-11.58,5.41
330,2024-10-21T16:24:03.400,-27.4566807,153.1987093,1.9,17.64,-0.264,0.785,0,5.3,-6.07,-10.15,5.76
331,2024-10-21T16:24:03.440,-27.4566795,153.1987107,1.9,17.65,-0.273,0.85,0,4,-5.96,-8.37,5.79
332,2024-10-21T16:24:03.480,-27.4566783,153.1987121,1.9,17.48,-0.286,0.881,0,1.6,-5.73,-6.61,6.06
333,2024-10-21T16:24:03.520,-27.4566771,153.1987137,1.9,17.65,-0.291,0.9,0,-0.5,-5.74,-5.08,6.79
334,2024-10-21T16:24:03.560,-27.4566758,153.1987153,1.8,18.21,-0.28,0.91,0,-2.2,-6.23,-4.03,7.98
335,2024-10-21T16:24:03.600,-27.4566744,153.1987167,1.8,18.24,-0.249,0.964,0,-3.3,-7.58,-3.34,9.14
336,2024-10-21T16:24:03.640,-27.4566731,153.198718,1.9,17.87,-0.215,1.022,0,-3.8,-9.07,-2.73,10.03
337,2024-10-21T16:24:03.680,-27.4566721,153.1987195,1.9,17.61,-0.177,1.076,0,-4.6,-10.29,-2.14,10.72
338,2024-10-21T16:24:03.720,-27.4566709,153.198721,1.9,17.75,-0.153,1.061,0,-5.9,-9.78,-1.45,11.59
339,2024-10-21T16:24:03.800,-27.4566685,153.1987239,1.9,17.38,-0.135,1.011,0,-6.9,-7.64,-1.08,12.66
340,2024-10-21T16:24:03.840,-27.4566671,153.1987253,1.9,17.52,-0.129,0.907,0,-7.6,-4.56,-0.96,13.62
341,2024-10-21T16:24:03.880,-27.4566657,153.1987267,1.9,17.57,-0.123,0.78,0,-7.4,-1.16,-1.16,13.94
342,2024-10-21T16:24:03.920,-27.4566645,153.1987281,1.9,17.5,-0.113,0.663,0,-6.8,2.21,-1.34,13.25
343,2024-10-21T16:24:03.960,-27.4566628,153.1987293,1.9,17.81,-0.079,0.622,0,-6.4,4.88,-1.22,10.24
344,2024-10-21T16:24:04.040,-27.4566596,153.1987317,1.9,18.99,-0.05,0.617,0,-5.2,6.47,-0.36,5.12
345,2024-10-21T16:24:04.080,-27.4566578,153.1987329,1.9,19.25,-0.037,0.649,0,-3.5,6.68,0.87,-1
346,2024-10-21T16:24:04.120,-27.456656,153.198734,1.9,19.49,-0.045,0.702,0,-1,6.1,2.39,-6.87
347,2024-10-21T16:24:04.160,-27.4566542,153.1987351,1.8,19.94,-0.105,0.753,0,1.3,4.58,4.18,-11.64
348,2024-10-21T16:24:04.240,-27.4566508,153.1987375,1.8,19.6,-0.204,0.802,0,2.7,2.01,5.63,-13.1
349,2024-10-21T16:24:04.280,-27.4566493,153.1987389,1.8,19.48,-0.302,0.876,0,2.8,-1.39,6.55,-11.31
350,2024-10-21T16:24:04.320,-27.4566478,153.1987403,1.8,19.38,-0.37,0.943,0,2.1,-4.8,7.18,-6.95
351,2024-10-21T16:24:04.400,-27.4566451,153.1987432,1.8,18.73,-0.413,0.961,0,0.8,-6.03,7.96,-1.84
352,2024-10-21T16:24:04.480,-27.456642,153.1987461,1.8,19.58,-0.415,0.971,0,0,-5.35,8.19,2.55
353,2024-10-21T16:24:04.520,-27.4566405,153.1987478,1.8,20.13,-0.389,0.999,0,0.2,-4.73,7.74,4.75
354,2024-10-21T16:24:04.600,-27.4566372,153.1987509,1.8,20.49,-0.354,1.022,0,0.1,-4.42,7.23,4.74
355,2024-10-21T16:24:04.640,-27.4566356,153.1987523,1.8,20.35,-0.335,1.055,0,0.4,-4.25,6.75,3.36
356,2024-10-21T16:24:04.680,-27.4566342,153.1987538,1.8,20.13,-0.326,1.081,0,1,-5.53,6.17,1.82
357,2024-10-21T16:24:04.720,-27.4566329,153.1987554,1.8,19.81,-0.315,1.096,0,1.3,-7.62,5.75,0.75
358,2024-10-21T16:24:04.760,-27.4566314,153.1987569,1.8,19.78,-0.307,1.05,0,1.1,-8.77,5.83,0.14
359,2024-10-21T16:24:04.800,-27.4566299,153.1987585,1.8,20.16,-0.288,0.994,0,0.7,-8.77,5.92,-0.47
360,2024-10-21T16:24:04.840,-27.4566281,153.19876,1.9,20.71,-0.267,0.948,0,0.9,-7.24,6.02,-2.01
361,2024-10-21T16:24:04.880,-27.4566265,153.1987614,1.9,20.91,-0.248,0.962,0,2.1,-4.71,5.94,-4.23
362,2024-10-21T16:24:04.920,-27.4566247,153.1987628,1.9,20.95,-0.241,0.999,0,3.3,-1.62,5.66,-6.65
363,2024-10-21T16:24:04.960,-27.456623,153.1987642,1.9,21.26,-0.243,1.066,0,4,1.31,4.76,-8.28
364,2024-10-21T16:24:05.040,-27.4566201,153.1987675,1.9,20.31,-0.254,1.109,0,4.3,3.5,3.31,-8.25
365,2024-10-21T16:24:05.080,-27.4566192,153.1987686,1.9,18.17,-0.265,1.122,0,2.3,4.71,1.44,-6.49
366,2024-10-21T16:24:05.120,-27.4566181,153.1987702,2,17.8,-0.278,1.099,0,0.8,5.34,-0.66,-3.39
367,2024-10-21T16:24:05.200,-27.4566156,153.1987734,2,18.61,-0.286,1.062,0,-1.1,5.95,-2.85,0.25
368,2024-10-21T16:24:05.240,-27.4566141,153.1987751,2,19.12,-0.288,1.024,0,-2.2,6.84,-4.69,3.45
369,2024-10-21T16:24:05.280,-27.4566128,153.1987769,2,19.71,-0.283,0.987,0,-3.2,8.44,-6.46,5.68
370,2024-10-21T16:24:05.360,-27.4566103,153.19878,2,19.46,-0.28,0.904,0,-4.2,9.96,-8.66,7.31
371,2024-10-21T16:24:05.440,-27.4566076,153.1987832,2.1,19.07,-0.269,0.825,0,-4.9,11.04,-10.68,8.11
372,2024-10-21T16:24:05.480,-27.4566063,153.1987849,2.1,19.64,-0.245,0.76,0,-5.4,11.46,-12.44,7.99
373,2024-10-21T16:24:05.520,-27.4566049,153.1987868,2.1,20.3,-0.203,0.724,0,-6.1,11.54,-13.61,5.52
374,2024-10-21T16:24:05.600,-27.4566017,153.1987899,2.1,20.13,-0.165,0.71,0,-7,11.37,-13.79,0.61
375,2024-10-21T16:24:05.640,-27.4566001,153.1987913,2.1,20.49,-0.131,0.734,0,-5.9,11.06,-13,-5.59
376,2024-10-21T16:24:05.680,-27.4565982,153.1987927,2.2,20.57,-0.115,0.75,0,-3.6,10.68,-11.72,-12.44
377,2024-10-21T16:24:05.720,-27.4565965,153.198794,2.2,20.74,-0.119,0.752,0,-2.3,10.15,-10.22,-18.61
378,2024-10-21T16:24:05.760,-27.4565948,153.1987956,2.1,20.69,-0.145,0.738,0,-1.1,9.15,-8.82,-22.42
379,2024-10-21T16:24:05.800,-27.4565932,153.198797,2.1,20.62,-0.177,0.722,0,-0.7,7.62,-7.74,-23.49
380,2024-10-21T16:24:05.840,-27.4565914,153.1987983,2.1,20.91,-0.203,0.72,0,0,5.65,-6.82,-22.23
381,2024-10-21T16:24:05.880,-27.4565896,153.1987999,2.1,21.17,-0.219,0.731,0,1.2,3.5,-6.07,-19.42
382,2024-10-21T16:24:05.920,-27.456588,153.1988013,2.1,20.89,-0.228,0.747,0,2.5,1.4,-5.36,-15.95
383,2024-10-21T16:24:05.960,-27.4565864,153.1988028,2.1,20.84,-0.233,0.756,0,3.1,-0.43,-4.41,-11.9
384,2024-10-21T16:24:06.040,-27.4565834,153.1988057,2.1,19.87,-0.239,0.746,0,3.9,-2.02,-3.27,-7.76
385,2024-10-21T16:24:06.080,-27.4565819,153.1988072,2.1,20.02,-0.245,0.729,0,4.3,-3.29,-2.16,-4.29
386,2024-10-21T16:24:06.120,-27.4565803,153.198809,2.1,20.76,-0.251,0.713,0,4.2,-4.39,-1.07,-1.45
387,2024-10-21T16:24:06.160,-27.4565786,153.1988105,2,20.97,-0.253,0.72,0,5,-5.39,0.21,0.8
388,2024-10-21T16:24:06.240,-27.4565753,153.1988135,2,21.34,-0.245,0.748,0,6.3,-6.19,1.47,1.74
389,2024-10-21T16:24:06.280,-27.4565735,153.198815,1.9,21.57,-0.231,0.806,0,8,-6.89,2.8,1.27
390,2024-10-21T16:24:06.360,-27.4565701,153.1988181,1.9,21.68,-0.233,0.882,0,10,-7.63,4.43,-0.62
391,2024-10-21T16:24:06.440,-27.4565668,153.1988212,1.8,21.75,-0.247,0.961,0,11,-8.12,6.06,-2.52
392,2024-10-21T16:24:06.480,-27.4565651,153.1988231,1.8,22.34,-0.273,1.014,0,11.7,-8.39,7.28,-3.22
393,2024-10-21T16:24:06.560,-27.4565621,153.198827,1.8,22.62,-0.297,1.048,0,10.7,-8.64,8.08,-2.93
394,2024-10-21T16:24:06.600,-27.4565606,153.1988291,1.7,22.9,-0.317,1.062,0,9.7,-8.83,8.43,-1.74
395,2024-10-21T16:24:06.640,-27.4565593,153.1988312,1.7,23.01,-0.32,1.06,0,7.7,-8.78,8.34,0.22
396,2024-10-21T16:24:06.680,-27.4565577,153.1988332,1.6,23.13,-0.31,1.054,0,6.1,-8.66,8,1.8
397,2024-10-21T16:24:06.720,-27.4565562,153.1988351,1.6,23.09,-0.296,1.052,0,5.7,-8.43,7.59,2.14
398,2024-10-21T16:24:06.800,-27.4565532,153.1988392,1.6,23.44,-0.29,1.057,0,5.7,-7.77,7.08,1.86
399,2024-10-21T16:24:06.840,-27.456552,153.1988413,1.6,22.92,-0.293,1.048,0,5,-6.52,6.43,1.4
400,2024-10-21T16:24:06.920,-27.4565494,153.1988455,1.6,23.04,-0.304,1.03,0,3.1,-6.31,4.85,1.8
401,2024-10-21T16:24:07.000,-27.4565467,153.1988499,1.6,23.55,-0.301,1.009,0,2.5,-6.78,3.16,2.37
402,2024-10-21T16:24:07.080,-27.4565437,153.1988541,1.6,23.88,-0.282,0.98,0,1.6,-6.55,1.95,2.16
403,2024-10-21T16:24:07.120,-27.4565421,153.1988564,1.6,24.4,-0.254,0.949,0,2.1,-5.54,1.08,1.19
404,2024-10-21T16:24:07.160,-27.4565407,153.1988588,1.7,24.86,-0.229,0.921,0,2.6,-3.98,0.2,-0.51
405,2024-10-21T16:24:07.240,-27.4565376,153.1988628,1.7,23.62,-0.211,0.882,0,1.9,-2.11,-0.56,-2.24
406,2024-10-21T16:24:07.280,-27.4565361,153.1988647,1.7,23.45,-0.207,0.839,0,2.9,-0.56,-1.47,-3.28
407,2024-10-21T16:24:07.320,-27.4565346,153.1988669,1.7,23.78,-0.206,0.798,0,4,-0.08,-2.59,-3.11
408,2024-10-21T16:24:07.360,-27.4565332,153.198869,1.7,23.79,-0.2,0.763,0,3.3,-0.56,-3.47,-2.22
409,2024-10-21T16:24:07.400,-27.4565318,153.198871,1.7,23.16,-0.184,0.752,0,3,-1.29,-3.52,-1.24
410,2024-10-21T16:24:07.480,-27.4565289,153.1988751,1.7,23.19,-0.166,0.778,0,2.9,-1.3,-2.35,-1.16
411,2024-10-21T16:24:07.520,-27.4565273,153.1988772,1.6,23.91,-0.15,0.816,0,2.9,-0.82,-0.64,-1.71
412,2024-10-21T16:24:07.560,-27.4565257,153.1988794,1.6,24.35,-0.144,0.864,0,3.4,-0.09,1.44,-2.71
413,2024-10-21T16:24:07.640,-27.4565228,153.1988839,1.6,24.47,-0.159,0.914,0,3.5,0.5,3.52,-3.63
414,2024-10-21T16:24:07.720,-27.4565203,153.1988881,1.6,23.21,-0.189,0.951,0,1.9,0.95,4.96,-3.91
415,2024-10-21T16:24:07.760,-27.4565189,153.1988902,1.6,22.98,-0.226,0.963,0,1.1,1.63,5.51,-3.02
416,2024-10-21T16:24:07.840,-27.4565163,153.1988949,1.6,24.25,-0.259,0.966,0,0.5,2.59,5.38,-1.44
417,2024-10-21T16:24:07.880,-27.4565151,153.1988972,1.6,24.06,-0.281,0.948,0,0,3.51,4.63,0.45
418,2024-10-21T16:24:07.920,-27.4565139,153.1988995,1.6,24.13,-0.29,0.919,0,-1.4,4.24,3.52,2.17
419,2024-10-21T16:24:07.960,-27.4565125,153.1989016,1.6,24.16,-0.292,0.875,0,-2.4,4.2,2.27,3.43
420,2024-10-21T16:24:08.040,-27.4565099,153.198906,1.6,23.63,-0.293,0.835,0,-1.7,3.34,1.29,3.61
421,2024-10-21T16:24:08.080,-27.4565086,153.1989082,1.6,23.62,-0.292,0.804,0,-0.9,2.09,0.74,2.95
